Datetime,Close,High,Low,Open,Volume,SMA20,SMA50,RSI,MACD,MACD_SIGNAL,BB_HIGH,BB_LOW
2023-06-01 03:45:00+00:00,18559.30078125,18579.400390625,18514.75,18579.400390625,0,18582.9775390625,18457.3900390625,54.479531927826194,14.756336343423754,31.036617820030564,18680.86339749153,18485.09168063347
2023-06-01 04:45:00+00:00,18569.0,18576.599609375,18549.900390625,18558.0,0,18580.54755859375,18460.94203125,55.87316563828062,15.301581374616944,27.88961053094784,18677.28100073853,18483.814116448968
2023-06-01 05:45:00+00:00,18555.150390625,18580.05078125,18553.400390625,18568.849609375,0,18578.5150390625,18463.808046875,53.3609830615748,14.449578513020242,25.201604127362323,18675.588749996426,18481.44132812857
2023-06-01 06:45:00+00:00,18550.80078125,18555.900390625,18543.19921875,18554.44921875,0,18574.9150390625,18466.695078125,52.56167438442694,13.270409956065123,22.815365293102886,18670.480911524817,18479.349166600183
2023-06-01 07:45:00+00:00,18524.0,18565.30078125,18519.94921875,18551.25,0,18571.14755859375,18469.2030859375,47.8095555393177,10.057376144137379,20.263767463309783,18668.48778120717,18473.80733598033
2023-06-01 08:45:00+00:00,18491.349609375,18531.400390625,18491.30078125,18524.19921875,0,18565.66005859375,18471.0230859375,42.739912914702664,4.820838422321685,17.175181655112162,18667.87936099859,18463.440756188906
2023-06-01 09:45:00+00:00,18486.099609375,18491.849609375,18465.19921875,18491.849609375,0,18557.355078125,18473.8670703125,41.96927615086042,0.24439617962343618,13.789024560014418,18657.059956389083,18457.65019986092
2023-06-02 03:45:00+00:00,18492.30078125,18573.25,18485.849609375,18550.849609375,0,18551.62509765625,18477.0380859375,43.27041851933281,-2.849240256164194,10.461371596778697,18652.447698075015,18450.802497237488
2023-06-02 04:45:00+00:00,18515.25,18519.69921875,18478.5,18492.400390625,0,18546.34755859375,18480.0870703125,47.92396013592748,-3.409852603221225,7.687126756778713,18643.101688152878,18449.59342903462
2023-06-02 05:45:00+00:00,18528.150390625,18537.75,18503.75,18515.150390625,0,18542.16005859375,18483.1680859375,50.38763607465913,-2.7811290919016756,5.593475587042635,18634.34472970938,18449.975387478116
2023-06-02 06:45:00+00:00,18545.30078125,18553.25,18515.19921875,18527.55078125,0,18538.055078125,18487.2530859375,53.53486730107152,-0.8887233384011779,4.297035801953872,18621.597882225073,18454.512274024924
2023-06-02 07:45:00+00:00,18540.80078125,18567.5,18535.150390625,18544.900390625,0,18533.4201171875,18492.022109375,52.59214710036685,0.24508428429544438,3.486645498422187,18604.64532213715,18462.19491223785
2023-06-02 08:45:00+00:00,18537.25,18556.099609375,18495.55078125,18540.94921875,0,18528.28515625,18496.51609375,51.816770813716566,0.8473489113712276,2.9587861810119955,18580.25439935907,18476.31591314093
2023-06-02 09:45:00+00:00,18525.849609375,18538.5,18511.94921875,18537.55078125,0,18526.1201171875,18501.2470703125,49.303441776750745,0.40011939371106564,2.4470528235518096,18574.589133624522,18477.651100750478
2023-06-05 03:45:00+00:00,18618.30078125,18635.05078125,18583.30078125,18612.0,0,18529.5126953125,18507.8730859375,64.38849151020057,7.420188389634859,3.44167993676842,18591.836696611103,18467.188694013897
2023-06-05 04:45:00+00:00,18631.5,18636.349609375,18609.19921875,18617.75,0,18536.152734375,18515.26609375,65.94643377463183,13.888611025875434,5.531066154589823,18610.97458050815,18461.330888241846
2023-06-05 05:45:00+00:00,18625.900390625,18639.400390625,18616.19921875,18631.30078125,0,18542.67275390625,18522.7251171875,64.65416840102253,18.35149626337443,8.095152176346744,18624.579197108615,18460.766310703882
2023-06-05 06:45:00+00:00,18606.55078125,18629.30078125,18602.94921875,18626.400390625,0,18547.50283203125,18529.978125,60.259887055297746,20.095366328216187,10.495195006720634,18632.45729833014,18462.548365732357
2023-06-05 07:45:00+00:00,18617.900390625,18629.650390625,18605.25,18606.400390625,0,18552.10283203125,18537.8271484375,61.89579055240663,22.1380212143049,12.823760248237488,18641.715618509406,18462.490045553095
2023-06-05 08:45:00+00:00,18593.25,18624.55078125,18585.94921875,18618.599609375,0,18555.70029296875,18544.87015625,56.45960817624693,21.519693782163813,14.562946955022753,18645.853214271923,18465.54737166558
2023-06-05 09:45:00+00:00,18599.900390625,18603.599609375,18585.44921875,18593.55078125,0,18557.7302734375,18550.2941796875,57.5430114013065,21.320526028695895,15.914462769757382,18649.92139535319,18465.53915152181
2023-06-06 03:45:00+00:00,18580.599609375,18617.75,18571.5,18600.80078125,0,18558.31025390625,18555.1881640625,53.39082502079775,19.38185049787353,16.607940315380613,18650.922658089396,18465.697849723103
2023-06-06 04:45:00+00:00,18551.400390625,18581.5,18545.69921875,18580.599609375,0,18558.12275390625,18558.6481640625,47.77439356627002,15.312786970895104,16.348909646483513,18650.77516390461,18465.470343907888
2023-06-06 05:45:00+00:00,18541.599609375,18560.0,18531.94921875,18550.80078125,0,18557.6626953125,18561.2031640625,46.02432367138889,11.168440837554954,15.312815884697802,18650.547048500703,18464.7783421243
2023-06-06 06:45:00+00:00,18556.650390625,18559.25,18534.30078125,18541.099609375,0,18559.29521484375,18563.66515625,49.1074910602909,8.994802447192342,14.04921319719671,18650.894407679312,18467.69602200819
2023-06-06 07:45:00+00:00,18551.55078125,18566.69921875,18542.94921875,18556.94921875,0,18562.3052734375,18566.00515625,48.10483882742156,6.782498089243745,12.595870175606118,18648.577195329908,18476.033351545095
2023-06-06 08:45:00+00:00,18608.599609375,18613.150390625,18549.5,18551.150390625,0,18568.4302734375,18568.454140625,58.349872961587714,9.522821441685664,11.981260428822027,18649.423819278807,18487.436727596196
2023-06-06 09:45:00+00:00,18617.099609375,18622.05078125,18604.25,18609.30078125,0,18574.67021484375,18570.6961328125,59.62871241672074,12.239338923609466,12.032876127779515,18650.29301516818,18499.047414519322
2023-06-07 03:45:00+00:00,18661.19921875,18675.400390625,18637.05078125,18665.599609375,0,18581.96767578125,18574.082109375,65.5403878452257,17.746102497210813,13.175521401665774,18661.321928983944,18502.613422578554
2023-06-07 04:45:00+00:00,18661.599609375,18666.400390625,18639.55078125,18660.900390625,0,18588.64013671875,18575.5451171875,65.58965538137224,21.89022360904346,14.918461843141312,18671.150739036064,18506.129534401436
2023-06-07 05:45:00+00:00,18657.69921875,18667.94921875,18647.25,18661.25,0,18594.26005859375,18576.0430859375,64.62042030141654,24.576438634165243,16.8500572013461,18679.464734656463,18509.055382531038
2023-06-07 06:45:00+00:00,18682.650390625,18685.400390625,18655.400390625,18656.849609375,0,18601.3525390625,18577.3441015625,67.88938291929708,28.39135655402424,19.15831707188173,18691.072185732835,18511.632892392165
2023-06-07 07:45:00+00:00,18685.650390625,18693.19921875,18664.05078125,18682.30078125,0,18608.77255859375,18579.14109375,68.26900888758459,31.296020376659726,21.58585773283733,18700.580982455795,18516.96413473171
2023-06-07 08:45:00+00:00,18726.94921875,18729.94921875,18684.25,18685.849609375,0,18618.8275390625,18581.2240625,73.0011128913978,36.50959774765579,24.570605735801024,18715.998922004368,18521.65615612063
2023-06-07 09:45:00+00:00,18730.349609375,18738.75,18718.55078125,18727.099609375,0,18624.42998046875,18583.8440625,73.35347322934612,40.449501803301246,27.746384949301074,18733.076688668276,18515.783272269226
2023-06-08 03:45:00+00:00,18753.30078125,18760.650390625,18724.599609375,18725.349609375,0,18630.52001953125,18586.8880859375,75.66225182029362,44.90622095028084,31.17835214949703,18752.860906086105,18508.179132976395
2023-06-08 04:45:00+00:00,18765.849609375,18777.80078125,18752.80078125,18753.349609375,0,18637.51748046875,18589.16109375,76.84364605131483,48.88724678822473,34.72013107724257,18773.274565248696,18501.7603956888
2023-06-08 05:45:00+00:00,18701.349609375,18770.650390625,18685.25,18766.0,0,18642.257421875,18591.050078125,60.56916153996923,46.30386535883008,37.03687793356007,18779.964497705736,18504.550346044267
2023-06-08 06:45:00+00:00,18684.400390625,18708.900390625,18676.599609375,18700.900390625,0,18645.582421875,18592.3220703125,57.14427150051009,42.40009476190971,38.109521299229996,18783.98606779013,18507.178775959866
2023-06-08 07:45:00+00:00,18692.650390625,18723.75,18680.94921875,18684.69921875,0,18650.55244140625,18593.9370703125,58.37796514211738,39.516512729995156,38.39091958538303,18788.219093456148,18512.88578935635
2023-06-08 08:45:00+00:00,18624.599609375,18695.69921875,18624.25,18692.5,0,18651.78740234375,18593.8810546875,46.48968788408137,31.378413058500882,36.9884182800066,18788.050348227724,18515.524456459778
2023-06-08 09:45:00+00:00,18646.900390625,18651.599609375,18615.94921875,18624.5,0,18655.10244140625,18594.1490625,50.07756359682521,26.423799990421685,34.87549462208962,18787.446193386426,18522.75868942607
2023-06-09 03:45:00+00:00,18641.19921875,18676.25,18609.75,18655.900390625,0,18659.5923828125,18594.1740625,49.169893734770355,21.78606037166537,32.257607772004775,18783.374720993936,18535.810044631067
2023-06-09 04:45:00+00:00,18612.05078125,18641.80078125,18600.5,18640.400390625,0,18663.11494140625,18595.0320703125,44.7081254323194,15.578998016553669,28.921885820914554,18776.86913002631,18549.36075278619
2023-06-09 05:45:00+00:00,18634.75,18638.44921875,18612.099609375,18612.099609375,0,18667.019921875,18596.7180859375,48.61830318490885,12.349140424754296,25.607336741682502,18770.812955380858,18563.22688836914
2023-06-09 06:45:00+00:00,18610.5,18646.099609375,18596.099609375,18634.650390625,0,18669.9673828125,18598.9541015625,44.96025463874218,7.743421338018379,22.03455366094968,18763.29754689064,18576.637218734362
